"""If he gets in they can feel validated for their pawing over women's bodies molesting or even raping them being porn addicts treating women like dogs and trashing them and generally degrading women like Trump does.""",3
i cant live without u. im dying 2 feel u at nite. sweat is drippin down my body.,3
"""I?? SO FUCKING PISSED! I lost 3 hoes today 1 at the strip club 1 at the corner and WHERE THE FUCK R U""",3
"""I can't even begin to grasp what her longtime fans have thought about this but as for me I'm like no more of this fucking madness.""",3
Maybe if this bitch had acted right I would've stayed.,3
"""I dont even have to hurt you cuz you do it so fucking well on your own. Why you so stupid""",2
"""I??e had a headache for too long and I?? hanging up on you get out of my life already""",1
I wanna choke you every time you walk into the room.,3
"""Miley made a total ass of herself  there is nothing sexy about this sad little girl. Miley cyrus is god fuck haters they&rsquo;re just jealous of her lol .""",3
"""Man I can wait till she gets out of prison we gon bang all day and all night longer.""",3
"""She's love stricken. She's got her jaw stuck from sucking my dick. Aww Fuck.""",3
"""Just pour me up the shots that cheap shit makes me sick.""",3
You are fucking special,2
Bring the cups baby I could bring the drink. Bring your body baby I could bring you fame.,1
My blood type is baller- and This is why Im hot.,2
"""Somebody come get the hoe she?? dancing like a stripper.""",3
She?? a shameless moron who talks about swallowing cum in her song.,3
"""Don?? talk about my mom that way you fucker! Girl just leave me alone please.""",3
Yo mamma is one bad bitch in the bedroom. She can do things with her legs that?? literally right out of the pornos.,3
Fuck,3
"""I ain't worried 'bout a feature ass nigga man I swear you getting peed on.""",3
"""I think one of the reasons Trump is so popular especially with white men is tzhat the fact that he's abusive vulgar a liar a womanizer that clearly has NO respect for women a cheat a tax evader is because a lot of American men are like him and admire someone else who is """"not politically correct"""" (which is a euphemism for being rude crude and nasty as hell).""",3
"""I don't fuck with local hoes I told you that.""",3
"""But I've already wasted over half of my life I would've laid down and died for you I no longer cry for you.""",3
"""I got a bitch that text me she ain't got no clothes on.""",3
"""tonite i wanna go down on u & make u extremely happy. then come back up slowly & fuck u real good. yours truly gas prices""",3
Fuck you,3
"""From the Bay to the Murder Mitten my niggas put murder missions.""",3
"""I just had sex and it felt so good it did indeed she let me put my penis inside her.""",3
Why can't you post the whole video. It's a pain in the ass trying to find it elsewhere.,3
His racism is a bonus.,3
Hey don?? say anything but guess who?? still together after all the shit between them? ur buttcheeks!,3
"""Everyday I wake up celebrating shit cuz I just dodged a bullet from a crazy bitch.""",3
"""She choosin that's her decision free my niggas in prison.""",3
"""These girls they down to fuck they drank got them feelin' theyself. This night life shit ain&rsquo;t new to me all the bad bitches get loose with me.""",3
"""You??e the reason why I?? thinking I don?? wanna smoke on these cigarettes no more.""",3
Shit,2
"""If I told you you had a hot body.. would you hold it against me""",3
"""Black Panther Sex Cologne: 60% of the time it works.. EVERY TIME""",2
I just ran into someone you used to fuck around with.,3
Two sms fuck,3
Miley rocks. Fuck all you homos that live in your mother's basements.,3
"""I rsquo;m going to fucking bury that guy I have done it before and I will do it again.""",3
Your face looks like one big pile of shit that no one on this planet would ever fucking wanna look at.,3
You have a look in your eye like you haven&rsquo;t been fucked in a year.,3
"""For some reason retarded people amuse the hell out of me""",3
Fuck,3
