"""Open your eyes you can?? do shit correctly cuz you??e a fucking retard. Look to the sky cuz your too dumb to look anywhere else bitch.""",3
"""If the pussy ain't good then I probably won't feed her.""",3
Fuck,3
"""And then another one text then your ass next and I'm gonna text your ass back like: I don't fuck with you! You little stupid ass bitch I ain't fuckin' with you!""",3
Yo mamma is one bad bitch in the bedroom. She can do things with her legs that?? literally right out of the pornos.,3
Let your bitch ride on me like she was on a feeder.,3
"""Don?? talk about my mom that way you fucker! Girl just leave me alone please.""",3
"""If you smoking with me then we on dabs good dabs.""",3
I saw the boner!!! and after wards his walking to her to get more lolllll .,3
I don't want her if that ass don't sit like a horse.,3
Bitch!!,3
"""No more pain bitch you took me for granted took my heart and ran it straight into the planet.""",3
She was all drugged up! She really thought she was gettin it!,3
"""Miley made a total ass of herself  there is nothing sexy about this sad little girl. Miley cyrus is god fuck haters they&rsquo;re just jealous of her lol .""",3
??ug a retard?,2
"""I??e had a headache for too long and I?? hanging up on you get out of my life already""",1
"""You??e the reason why I?? thinking I don?? wanna smoke on these cigarettes no more.""",3
"""She's love stricken. She's got her jaw stuck from sucking my dick. Aww Fuck.""",3
"""Everyday I wake up celebrating shit cuz I just dodged a bullet from a crazy bitch.""",3
I started crying when I thought about you.,2
"""I got 3 asked for a dollar I got $10 I asked for a ho and I got this numbe""",2
His racism is a bonus.,3
"""Baby girl if you fuckin' with me then we getting bags big bags.""",3
Holy fucking annoying.,2
"""I got a bitch that text me she ain't got no clothes on.""",3
Loser,2
Fuck you,3
"""For some reason retarded people amuse the hell out of me""",3
i cant live without u. im dying 2 feel u at nite. sweat is drippin down my body.,3
And why is she trying to have sex with robin thicke on stage!?,3
"""I can't even begin to grasp what her longtime fans have thought about this but as for me I'm like no more of this fucking madness.""",3
"""Give up faggot it?? a dead man?? world and you??e bout to be dead by my knife cuz Imma stab you mofo.""",3
"""My alarm clock set just in case they wanna sleep on ya dick.""",3
You are so fat the earth shakes every time you walk on those faggot feet of yours.,3
You are fucking special,2
Your face looks like one big pile of shit that no one on this planet would ever fucking wanna look at.,3
Loser,2
"""I ball like Jordan no shit I play full court. Blowing on the kush imma keep it short""",3
"""I?? just livin life and let my mamma tell it nigga I ain?? livin right.""",3
I just ran into someone you used to fuck around with.,3
"""Believe me I'm hot shit you see me in action.""",3
"""And him what a tit.""",3
"""Somebody come get the hoe she?? dancing like a stripper.""",3
I rsquo;m going to fucking kill Google.,2
Fuck you,3
They are both just stupid. We should boycott this shit and start listening to real music again.,3
"""From the Bay to the Murder Mitten my niggas put murder missions.""",3
Fuck you,3
Miley rocks. Fuck all you homos that live in your mother's basements.,3
Loser,2
